,image,label,scene,split
2022-10-12_solalinden_waldwege-0056_1665579268129590634,train/image-2022-10-12_solalinden_waldwege-0056_1665579268129590634.png,train/label-2022-10-12_solalinden_waldwege-0056_1665579268129590634.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0202_1665580498632384591,train/image-2022-10-12_solalinden_waldwege-0202_1665580498632384591.png,train/label-2022-10-12_solalinden_waldwege-0202_1665580498632384591.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0435_1665582281761569417,train/image-2022-10-12_solalinden_waldwege-0435_1665582281761569417.png,train/label-2022-10-12_solalinden_waldwege-0435_1665582281761569417.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0315_1665581294980732104,train/image-2022-10-12_solalinden_waldwege-0315_1665581294980732104.png,train/label-2022-10-12_solalinden_waldwege-0315_1665581294980732104.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0419_1665582139695725719,train/image-2022-10-12_solalinden_waldwege-0419_1665582139695725719.png,train/label-2022-10-12_solalinden_waldwege-0419_1665582139695725719.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0274_1665580975647479576,train/image-2022-10-12_solalinden_waldwege-0274_1665580975647479576.png,train/label-2022-10-12_solalinden_waldwege-0274_1665580975647479576.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0507_1665583124414301025,train/image-2022-10-12_solalinden_waldwege-0507_1665583124414301025.png,train/label-2022-10-12_solalinden_waldwege-0507_1665583124414301025.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0522_1665583186795970409,train/image-2022-10-12_solalinden_waldwege-0522_1665583186795970409.png,train/label-2022-10-12_solalinden_waldwege-0522_1665583186795970409.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0054_1665579259530474815,train/image-2022-10-12_solalinden_waldwege-0054_1665579259530474815.png,train/label-2022-10-12_solalinden_waldwege-0054_1665579259530474815.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0143_1665580061703653509,train/image-2022-10-12_solalinden_waldwege-0143_1665580061703653509.png,train/label-2022-10-12_solalinden_waldwege-0143_1665580061703653509.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0043_1665579193737022211,train/image-2022-10-12_solalinden_waldwege-0043_1665579193737022211.png,train/label-2022-10-12_solalinden_waldwege-0043_1665579193737022211.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0516_1665583163998005343,train/image-2022-10-12_solalinden_waldwege-0516_1665583163998005343.png,train/label-2022-10-12_solalinden_waldwege-0516_1665583163998005343.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0384_1665581808520852466,train/image-2022-10-12_solalinden_waldwege-0384_1665581808520852466.png,train/label-2022-10-12_solalinden_waldwege-0384_1665581808520852466.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0509_1665583132910622082,train/image-2022-10-12_solalinden_waldwege-0509_1665583132910622082.png,train/label-2022-10-12_solalinden_waldwege-0509_1665583132910622082.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0225_1665580688961177777,train/image-2022-10-12_solalinden_waldwege-0225_1665580688961177777.png,train/label-2022-10-12_solalinden_waldwege-0225_1665580688961177777.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0348_1665581475794100046,train/image-2022-10-12_solalinden_waldwege-0348_1665581475794100046.png,train/label-2022-10-12_solalinden_waldwege-0348_1665581475794100046.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0210_1665580592708868840,train/image-2022-10-12_solalinden_waldwege-0210_1665580592708868840.png,train/label-2022-10-12_solalinden_waldwege-0210_1665580592708868840.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0405_1665582003848814915,train/image-2022-10-12_solalinden_waldwege-0405_1665582003848814915.png,train/label-2022-10-12_solalinden_waldwege-0405_1665582003848814915.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0027_1665577601181914439,train/image-2022-10-12_solalinden_waldwege-0027_1665577601181914439.png,train/label-2022-10-12_solalinden_waldwege-0027_1665577601181914439.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0525_1665583204514924289,train/image-2022-10-12_solalinden_waldwege-0525_1665583204514924289.png,train/label-2022-10-12_solalinden_waldwege-0525_1665583204514924289.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0128_1665579959957036405,train/image-2022-10-12_solalinden_waldwege-0128_1665579959957036405.png,train/label-2022-10-12_solalinden_waldwege-0128_1665579959957036405.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0541_1665583696104062219,train/image-2022-10-12_solalinden_waldwege-0541_1665583696104062219.png,train/label-2022-10-12_solalinden_waldwege-0541_1665583696104062219.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0097_1665579527376089707,train/image-2022-10-12_solalinden_waldwege-0097_1665579527376089707.png,train/label-2022-10-12_solalinden_waldwege-0097_1665579527376089707.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0396_1665581912868679514,train/image-2022-10-12_solalinden_waldwege-0396_1665581912868679514.png,train/label-2022-10-12_solalinden_waldwege-0396_1665581912868679514.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0576_1665583929572001032,train/image-2022-10-12_solalinden_waldwege-0576_1665583929572001032.png,train/label-2022-10-12_solalinden_waldwege-0576_1665583929572001032.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0463_1665582508171042776,train/image-2022-10-12_solalinden_waldwege-0463_1665582508171042776.png,train/label-2022-10-12_solalinden_waldwege-0463_1665582508171042776.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0096_1665579523852740794,train/image-2022-10-12_solalinden_waldwege-0096_1665579523852740794.png,train/label-2022-10-12_solalinden_waldwege-0096_1665579523852740794.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0135_1665580024299785808,train/image-2022-10-12_solalinden_waldwege-0135_1665580024299785808.png,train/label-2022-10-12_solalinden_waldwege-0135_1665580024299785808.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0223_1665580680154372472,train/image-2022-10-12_solalinden_waldwege-0223_1665580680154372472.png,train/label-2022-10-12_solalinden_waldwege-0223_1665580680154372472.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0387_1665581832250709589,train/image-2022-10-12_solalinden_waldwege-0387_1665581832250709589.png,train/label-2022-10-12_solalinden_waldwege-0387_1665581832250709589.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0418_1665582126121795111,train/image-2022-10-12_solalinden_waldwege-0418_1665582126121795111.png,train/label-2022-10-12_solalinden_waldwege-0418_1665582126121795111.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0098_1665579534006996085,train/image-2022-10-12_solalinden_waldwege-0098_1665579534006996085.png,train/label-2022-10-12_solalinden_waldwege-0098_1665579534006996085.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0313_1665581290836750534,train/image-2022-10-12_solalinden_waldwege-0313_1665581290836750534.png,train/label-2022-10-12_solalinden_waldwege-0313_1665581290836750534.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0226_1665580692898779947,train/image-2022-10-12_solalinden_waldwege-0226_1665580692898779947.png,train/label-2022-10-12_solalinden_waldwege-0226_1665580692898779947.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0279_1665580996576914090,train/image-2022-10-12_solalinden_waldwege-0279_1665580996576914090.png,train/label-2022-10-12_solalinden_waldwege-0279_1665580996576914090.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0089_1665579470077633566,train/image-2022-10-12_solalinden_waldwege-0089_1665579470077633566.png,train/label-2022-10-12_solalinden_waldwege-0089_1665579470077633566.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0111_1665579701547900124,train/image-2022-10-12_solalinden_waldwege-0111_1665579701547900124.png,train/label-2022-10-12_solalinden_waldwege-0111_1665579701547900124.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0373_1665581580655666781,train/image-2022-10-12_solalinden_waldwege-0373_1665581580655666781.png,train/label-2022-10-12_solalinden_waldwege-0373_1665581580655666781.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0190_1665580397820588844,train/image-2022-10-12_solalinden_waldwege-0190_1665580397820588844.png,train/label-2022-10-12_solalinden_waldwege-0190_1665580397820588844.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0496_1665583030633848467,train/image-2022-10-12_solalinden_waldwege-0496_1665583030633848467.png,train/label-2022-10-12_solalinden_waldwege-0496_1665583030633848467.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0112_1665579705795661124,train/image-2022-10-12_solalinden_waldwege-0112_1665579705795661124.png,train/label-2022-10-12_solalinden_waldwege-0112_1665579705795661124.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0296_1665581199136866057,train/image-2022-10-12_solalinden_waldwege-0296_1665581199136866057.png,train/label-2022-10-12_solalinden_waldwege-0296_1665581199136866057.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0561_1665583850609731597,train/image-2022-10-12_solalinden_waldwege-0561_1665583850609731597.png,train/label-2022-10-12_solalinden_waldwege-0561_1665583850609731597.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0329_1665581384713911603,train/image-2022-10-12_solalinden_waldwege-0329_1665581384713911603.png,train/label-2022-10-12_solalinden_waldwege-0329_1665581384713911603.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0079_1665579410809161983,train/image-2022-10-12_solalinden_waldwege-0079_1665579410809161983.png,train/label-2022-10-12_solalinden_waldwege-0079_1665579410809161983.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0302_1665581250944869077,train/image-2022-10-12_solalinden_waldwege-0302_1665581250944869077.png,train/label-2022-10-12_solalinden_waldwege-0302_1665581250944869077.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0071_1665579362318056302,train/image-2022-10-12_solalinden_waldwege-0071_1665579362318056302.png,train/label-2022-10-12_solalinden_waldwege-0071_1665579362318056302.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0270_1665580950988365389,train/image-2022-10-12_solalinden_waldwege-0270_1665580950988365389.png,train/label-2022-10-12_solalinden_waldwege-0270_1665580950988365389.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0523_1665583187934993772,train/image-2022-10-12_solalinden_waldwege-0523_1665583187934993772.png,train/label-2022-10-12_solalinden_waldwege-0523_1665583187934993772.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0445_1665582357819472288,train/image-2022-10-12_solalinden_waldwege-0445_1665582357819472288.png,train/label-2022-10-12_solalinden_waldwege-0445_1665582357819472288.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0033_1665577772468273742,train/image-2022-10-12_solalinden_waldwege-0033_1665577772468273742.png,train/label-2022-10-12_solalinden_waldwege-0033_1665577772468273742.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0485_1665582898617488207,train/image-2022-10-12_solalinden_waldwege-0485_1665582898617488207.png,train/label-2022-10-12_solalinden_waldwege-0485_1665582898617488207.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0500_1665583076539704636,train/image-2022-10-12_solalinden_waldwege-0500_1665583076539704636.png,train/label-2022-10-12_solalinden_waldwege-0500_1665583076539704636.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0441_1665582324764463827,train/image-2022-10-12_solalinden_waldwege-0441_1665582324764463827.png,train/label-2022-10-12_solalinden_waldwege-0441_1665582324764463827.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0341_1665581442221829006,train/image-2022-10-12_solalinden_waldwege-0341_1665581442221829006.png,train/label-2022-10-12_solalinden_waldwege-0341_1665581442221829006.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0284_1665581017712650759,train/image-2022-10-12_solalinden_waldwege-0284_1665581017712650759.png,train/label-2022-10-12_solalinden_waldwege-0284_1665581017712650759.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0172_1665580252764777067,train/image-2022-10-12_solalinden_waldwege-0172_1665580252764777067.png,train/label-2022-10-12_solalinden_waldwege-0172_1665580252764777067.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0151_1665580136925990651,train/image-2022-10-12_solalinden_waldwege-0151_1665580136925990651.png,train/label-2022-10-12_solalinden_waldwege-0151_1665580136925990651.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0232_1665580732477417643,train/image-2022-10-12_solalinden_waldwege-0232_1665580732477417643.png,train/label-2022-10-12_solalinden_waldwege-0232_1665580732477417643.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0477_1665582779036502762,train/image-2022-10-12_solalinden_waldwege-0477_1665582779036502762.png,train/label-2022-10-12_solalinden_waldwege-0477_1665582779036502762.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0132_1665579997671318432,train/image-2022-10-12_solalinden_waldwege-0132_1665579997671318432.png,train/label-2022-10-12_solalinden_waldwege-0132_1665579997671318432.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0249_1665580839815402306,train/image-2022-10-12_solalinden_waldwege-0249_1665580839815402306.png,train/label-2022-10-12_solalinden_waldwege-0249_1665580839815402306.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0085_1665579443344583651,train/image-2022-10-12_solalinden_waldwege-0085_1665579443344583651.png,train/label-2022-10-12_solalinden_waldwege-0085_1665579443344583651.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0024_1665577570925035466,train/image-2022-10-12_solalinden_waldwege-0024_1665577570925035466.png,train/label-2022-10-12_solalinden_waldwege-0024_1665577570925035466.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0245_1665580815881639798,train/image-2022-10-12_solalinden_waldwege-0245_1665580815881639798.png,train/label-2022-10-12_solalinden_waldwege-0245_1665580815881639798.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0243_1665580810494320246,train/image-2022-10-12_solalinden_waldwege-0243_1665580810494320246.png,train/label-2022-10-12_solalinden_waldwege-0243_1665580810494320246.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0343_1665581456210238577,train/image-2022-10-12_solalinden_waldwege-0343_1665581456210238577.png,train/label-2022-10-12_solalinden_waldwege-0343_1665581456210238577.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0471_1665582536458876097,train/image-2022-10-12_solalinden_waldwege-0471_1665582536458876097.png,train/label-2022-10-12_solalinden_waldwege-0471_1665582536458876097.png,2022-10-12_solalinden_waldwege,train
2022-10-12_solalinden_waldwege-0127_1665579955916479804,train/image-2022-10-12_solalinden_waldwege-0127_1665579955916479804.png,train/label-2022-10-12_solalinden_waldwege-0127_1665579955916479804.png,2022-10-12_solalinden_waldwege,train
